Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:10
ADANIENSOL,F&O OI,54568,53871,,,,,,,,,54623
ADANIENSOL,CALL VOL,5396,4024,,,,,,,,,307
ADANIENSOL,CALL OI,4888,4406,,,,,,,,,4944
ADANIENSOL,PUT VOL,2120,2592,,,,,,,,,96
ADANIENSOL,PUT OI,3265,3506,,,,,,,,,3270
ADANIENT,PRICE,2997.0,2975.0,,,,3015.5,3002.85,2998.95,3011.78,2995.35,2997.0
ADANIENT,VWAP,,,,,,,,,,,3008.17
ADANIENT,CASH VOL,793747,782730,197941,26.76,38.96,,,,,,56742
ADANIENT,F&O VOL,75701,57234,,,,,,,,,3549
ADANIENT,F&O OI,100067,97500,,,,,,,,,100261
ADANIENT,CALL VOL,38064,29441,,,,,,,,,2417
ADANIENT,CALL OI,21060,20747,,,,,,,,,21179
ADANIENT,PUT VOL,17956,15614,,,,,,,,,809
ADANIENT,PUT OI,11337,11931,,,,,,,,,11415
ADANIGREEN,PRICE,1304.0,1303.6,,,,1316.9,1308.5,1305.5,1320.25,1291.75,1304.0
ADANIGREEN,VWAP,,,,,,,,,,,1311.7
ADANIGREEN,CASH VOL,437524,644395,81789,26.07,32.24,,,,,,56165
ADANIGREEN,F&O VOL,26794,21103,,,,,,,,,1127
ADANIGREEN,F&O OI,57990,57013,,,,,,,,,58184
ADANIGREEN,CALL VOL,10139,12825,,,,,,,,,978
ADANIGREEN,CALL OI,8544,8204,,,,,,,,,8707
ADANIGREEN,PUT VOL,4134,4164,,,,,,,,,106
ADANIGREEN,PUT OI,4070,4068,,,,,,,,,4087
ADANIPORTS,PRICE,1795.0,1787.1,,,,1799.0,1799.4,1796.47,1804.5,1765.5,1795.0
ADANIPORTS,VWAP,,,,,,,,,,,1802.8
ADANIPORTS,CASH VOL,871935,2317822,206529,40.63,57.11,,,,,,98127
ADANIPORTS,F&O VOL,64317,73322,,,,,,,,,2683
ADANIPORTS,F&O OI,72733,72142,,,,,,,,,72738
ADANIPORTS,CALL VOL,35894,39242,,,,,,,,,1603
ADANIPORTS,CALL OI,15320,15631,,,,,,,,,15375
ADANIPORTS,PUT VOL,18271,21674,,,,,,,,,793
ADANIPORTS,PUT OI,10526,10652,,,,,,,,,10438
ADANIPOWER,PRICE,206.96,206.55,,,,207.99,208.28,207.4,206.55,206.44,206.0
ADANIPOWER,VWAP,,,,,,,,,,,207.8
ADANIPOWER,CASH VOL,11848251,11494497,4531199,44.78,35.15,,,,,,791343
ADANIPOWER,F&O VOL,45198,35571,,,,,,,,,555
ADANIPOWER,F&O OI,84053,86471,,,,,,,,,84098
ADANIPOWER,CALL VOL,23785,21249,,,,,,,,,342
ADANIPOWER,CALL OI,13304,15475,,,,,,,,,13339
ADANIPOWER,PUT VOL,11168,7344,,,,,,,,,77
ADANIPOWER,PUT OI,7705,8550,,,,,,,,,7715
ALKEM,PRICE,5331.5,5364.0,,,,5344.0,5364.0,5342.33,5397.25,5258.75,5331.0
ALKEM,VWAP,,,,,,,,,,,5339.83
ALKEM,CASH VOL,94905,94968,16868,73.15,58.56,,,,,,1046
ALKEM,F&O VOL,7113,7360,,,,,,,,,800
ALKEM,F&O OI,19560,19590,,,,,,,,,19719
ALKEM,CALL VOL,3488,3176,,,,,,,,,718
ALKEM,CALL OI,2219,2032,,,,,,,,,2390
ALKEM,PUT VOL,2127,2033,,,,,,,,,84
ALKEM,PUT OI,1870,2055,,,,,,,,,1855
AMBER,PRICE,7000.0,7098.0,,,,7020.0,7078.25,7026.08,7102.83,7058.5,7000.0
AMBER,VWAP,,,,,,,,,,,7052.0
AMBER,CASH VOL,95036,120913,29525,35.35,33.83,,,,,,4090
AMBER,F&O VOL,16229,12810,,,,,,,,,271
AMBER,F&O OI,28813,28181,,,,,,,,,28860
AMBER,CALL VOL,6427,5596,,,,,,,,,191
AMBER,CALL OI,5144,4694,,,,,,,,,5161
AMBER,PUT VOL,4137,3996,,,,,,,,,100
AMBER,PUT OI,4025,3969,,,,,,,,,4057
AMBUJACEM,PRICE,386.9,390.75,,,,387.3,389.57,387.79,388.12,387.77,386.0
AMBUJACEM,VWAP,,,,,,,,,,,389.1
AMBUJACEM,CASH VOL,1155681,1048624,336185,54.8,46.15,,,,,,40362
AMBUJACEM,F&O VOL,19820,17531,,,,,,,,,300
AMBUJACEM,F&O OI,107805,106529,,,,,,,,,107826
AMBUJACEM,CALL VOL,8481,6845,,,,,,,,,179
AMBUJACEM,CALL OI,9099,9003,,,,,,,,,9072
AMBUJACEM,PUT VOL,2534,3216,,,,,,,,,54
AMBUJACEM,PUT OI,4988,5024,,,,,,,,,4983
ANGELONE,PRICE,295.1,296.15,,,,295.25,295.92,295.38,299.52,299.24,295.0
ANGELONE,VWAP,,,,,,,,,,,296.85
ANGELONE,CASH VOL,2221167,2858120,518773,38.09,39.82,,,,,,98083
ANGELONE,F&O VOL,13255,14596,,,,,,,,,285
ANGELONE,F&O OI,28316,28711,,,,,,,,,28341
ANGELONE,CALL VOL,7358,7474,,,,,,,,,215
ANGELONE,CALL OI,8028,8265,,,,,,,,,8031
ANGELONE,PUT VOL,2112,3502,,,,,,,,,55
ANGELONE,PUT OI,3619,3902,,,,,,,,,3648
APLAPOLLO,PRICE,2195.0,2181.1,,,,2199.0,2189.87,2179.6,2231.97,2155.7,2195.0
APLAPOLLO,VWAP,,,,,,,,,,,2196.8
APLAPOLLO,CASH VOL,598956,594021,195856,63.57,50.08,,,,,,22562
APLAPOLLO,F&O VOL,32852,18769,,,,,,,,,408
APLAPOLLO,F&O OI,54430,53611,,,,,,,,,54440
APLAPOLLO,CALL VOL,7675,9936,,,,,,,,,293
APLAPOLLO,CALL OI,6442,6466,,,,,,,,,6437
APLAPOLLO,PUT VOL,4016,4208,,,,,,,,,76
APLAPOLLO,PUT OI,3595,3581,,,,,,,,,3594
APOLLOHOSP,PRICE,8835.5,8912.0,,,,8875.0,8911.25,8860.75,8900.17,8811.5,8835.0
APOLLOHOSP,VWAP,,,,,,,,,,,8897.33
APOLLOHOSP,CASH VOL,350507,209388,96731,69.5,57.51,,,,,,11096
APOLLOHOSP,F&O VOL,30045,41833,,,,,,,,,1247
APOLLOHOSP,F&O OI,39157,39575,,,,,,,,,39130
APOLLOHOSP,CALL VOL,15922,22087,,,,,,,,,807
APOLLOHOSP,CALL OI,7921,7439,,,,,,,,,7888
APOLLOHOSP,PUT VOL,10042,11879,,,,,,,,,399
APOLLOHOSP,PUT OI,4341,5211,,,,,,,,,4334
ASHOKLEY,PRICE,160.75,161.75,,,,160.99,162.0,161.17,162.02,160.06,160.0
ASHOKLEY,VWAP,,,,,,,,,,,162.37
ASHOKLEY,CASH VOL,8959874,7883370,3318854,49.2,50.62,,,,,,391878
ASHOKLEY,F&O VOL,33028,17082,,,,,,,,,1534
ASHOKLEY,F&O OI,62844,62610,,,,,,,,,62714
ASHOKLEY,CALL VOL,16227,7818,,,,,,,,,905
ASHOKLEY,CALL OI,9952,9925,,,,,,,,,9827
ASHOKLEY,PUT VOL,6713,4015,,,,,,,,,325
ASHOKLEY,PUT OI,8924,9134,,,,,,,,,8907
ASIANPAINT,PRICE,2448.5,2440.3,,,,2469.0,2455.35,2450.78,2446.1,2435.7,2448.0
ASIANPAINT,VWAP,,,,,,,,,,,2460.93
ASIANPAINT,CASH VOL,414715,268147,143987,49.52,57.83,,,,,,28253
ASIANPAINT,F&O VOL,38934,22548,,,,,,,,,3541
ASIANPAINT,F&O OI,62395,62291,,,,,,,,,62682
ASIANPAINT,CALL VOL,19056,10473,,,,,,,,,2849
ASIANPAINT,CALL OI,7055,6521,,,,,,,,,7252
ASIANPAINT,PUT VOL,8345,5041,,,,,,,,,635
ASIANPAINT,PUT OI,7363,7379,,,,,,,,,7420
ASTRAL,PRICE,1381.6,1400.9,,,,1388.9,1394.75,1385.98,1420.3,1405.5,1381.0
ASTRAL,VWAP,,,,,,,,,,,1389.63
ASTRAL,CASH VOL,419577,184200,99586,59.48,54.17,,,,,,5403
ASTRAL,F&O VOL,9246,7256,,,,,,,,,202
ASTRAL,F&O OI,31552,31539,,,,,,,,,31537
ASTRAL,CALL VOL,2886,2628,,,,,,,,,99
ASTRAL,CALL OI,3327,3413,,,,,,,,,3338
ASTRAL,PUT VOL,2441,1585,,,,,,,,,62
ASTRAL,PUT OI,2874,2831,,,,,,,,,2850
AUBANK,PRICE,1036.4,1038.0,,,,1034.0,1036.12,1035.55,1052.53,1040.4,1036.0
AUBANK,VWAP,,,,,,,,,,,1034.7
AUBANK,CASH VOL,506494,704386,153217,51.31,59.01,,,,,,15207
AUBANK,F&O VOL,13650,10240,,,,,,,,,273
AUBANK,F&O OI,40885,41084,,,,,,,,,40881
AUBANK,CALL VOL,6099,5291,,,,,,,,,203
AUBANK,CALL OI,7640,7804,,,,,,,,,7626
AUBANK,PUT VOL,3556,2923,,,,,,,,,83
AUBANK,PUT OI,6420,6412,,,,,,,,,6421
AUROPHARMA,PRICE,1700.0,1713.4,,,,1700.0,1704.15,1701.38,1715.5,1678.5,1700.0
AUROPHARMA,VWAP,,,,,,,,,,,1696.53
AUROPHARMA,CASH VOL,869831,902487,189893,59.93,49.73,,,,,,17506
AUROPHARMA,F&O VOL,22285,35595,,,,,,,,,316
AUROPHARMA,F&O OI,39273,38927,,,,,,,,,39313
AUROPHARMA,CALL VOL,8129,14604,,,,,,,,,216
AUROPHARMA,CALL OI,9948,10014,,,,,,,,,9965
AUROPHARMA,PUT VOL,5035,8043,,,,,,,,,86
AUROPHARMA,PUT OI,3623,4084,,,,,,,,,3642
AXISBANK,PRICE,1242.7,1250.0,,,,1242.2,1247.85,1244.42,1250.92,1238.75,1242.0
AXISBANK,VWAP,,,,,,,,,,,1245.7
AXISBANK,CASH VOL,2689110,3680283,862939,52.52,68.06,,,,,,117779
AXISBANK,F&O VOL,69569,52406,,,,,,,,,1866
AXISBANK,F&O OI,201213,199137,,,,,,,,,201355
AXISBANK,CALL VOL,33798,28028,,,,,,,,,917
AXISBANK,CALL OI,25142,25261,,,,,,,,,25130
AXISBANK,PUT VOL,20125,17951,,,,,,,,,790
AXISBANK,PUT OI,16626,16734,,,,,,,,,16682
BAJAJ-AUTO,PRICE,11363.0,11460.0,,,,11363.0,11398.0,11374.67,11551.0,11459.67,11363.0
BAJAJ-AUTO,VWAP,,,,,,,,,,,11374.67
BAJAJ-AUTO,CASH VOL,154756,93033,29847,48.35,54.29,,,,,,3011
BAJAJ-AUTO,F&O VOL,61915,32819,,,,,,,,,1122
BAJAJ-AUTO,F&O OI,65272,64742,,,,,,,,,65396
BAJAJ-AUTO,CALL VOL,21275,11901,,,,,,,,,485
BAJAJ-AUTO,CALL OI,7649,6608,,,,,,,,,7690
BAJAJ-AUTO,PUT VOL,23221,9782,,,,,,,,,317
BAJAJ-AUTO,PUT OI,12154,11873,,,,,,,,,12171
BAJAJFINSV,PRICE,1823.4,1849.8,,,,1825.0,1843.2,1830.0,1881.35,1862.12,1823.0
BAJAJFINSV,VWAP,,,,,,,,,,,1856.33
BAJAJFINSV,CASH VOL,405051,269959,108094,49.3,51.31,,,,,,68922
BAJAJFINSV,F&O VOL,22021,14572,,,,,,,,,5235
BAJAJFINSV,F&O OI,63214,62703,,,,,,,,,63419
BAJAJFINSV,CALL VOL,8836,6811,,,,,,,,,3171
BAJAJFINSV,CALL OI,6720,6684,,,,,,,,,6799
BAJAJFINSV,PUT VOL,7219,3047,,,,,,,,,1696
BAJAJFINSV,PUT OI,8922,8835,,,,,,,,,8917
BAJAJHLDNG,PRICE,11185.0,11409.0,,,,11267.0,11246.0,11205.33,11229.17,11123.5,11185.0
BAJAJHLDNG,VWAP,,,,,,,,,,,11231.0
BAJAJHLDNG,CASH VOL,71522,54157,24756,61.85,61.88,,,,,,268
BAJAJHLDNG,F&O VOL,3458,3517,,,,,,,,,160
BAJAJHLDNG,F&O OI,5421,5295,,,,,,,,,5436
BAJAJHLDNG,CALL VOL,535,1405,,,,,,,,,15
BAJAJHLDNG,CALL OI,758,740,,,,,,,,,759
BAJAJHLDNG,PUT VOL,433,172,,,,,,,,,0
BAJAJHLDNG,PUT OI,503,455,,,,,,,,,503
BAJFINANCE,PRICE,1008.8,1021.3,,,,1034.7,1017.1,1011.57,1034.5,1022.9,1008.0
BAJFINANCE,VWAP,,,,,,,,,,,1029.07
BAJFINANCE,CASH VOL,4581750,4170558,1307033,63.41,69.68,,,,,,879417
BAJFINANCE,F&O VOL,54942,46939,,,,,,,,,17103
BAJFINANCE,F&O OI,151244,149081,,,,,,,,,152243
BAJFINANCE,CALL VOL,25398,19466,,,,,,,,,10171
BAJFINANCE,CALL OI,16300,15185,,,,,,,,,16464
BAJFINANCE,PUT VOL,13626,10792,,,,,,,,,3977
BAJFINANCE,PUT OI,12957,13294,,,,,,,,,13572
BANDHANBNK,PRICE,184.7,179.0,,,,185.95,183.97,182.5,174.74,174.22,184.0
BANDHANBNK,VWAP,,,,,,,,,,,188.23
BANDHANBNK,CASH VOL,22278301,15271152,5290426,55.26,46.73,,,,,,4681225
BANDHANBNK,F&O VOL,4912,3079,,,,,,,,,7107
BANDHANBNK,F&O OI,44302,46345,,,,,,,,,45217
BANDHANBNK,CALL VOL,1527,791,,,,,,,,,3513
BANDHANBNK,CALL OI,6853,7391,,,,,,,,,6719
BANDHANBNK,PUT VOL,651,456,,,,,,,,,932
BANDHANBNK,PUT OI,4110,4166,,,,,,,,,4155
BANKBARODA,PRICE,234.35,233.64,,,,233.2,234.17,233.81,235.21,235.03,234.0
BANKBARODA,VWAP,,,,,,,,,,,234.61
BANKBARODA,CASH VOL,3787052,4397710,1057901,54.78,58.28,,,,,,227324
BANKBARODA,F&O VOL,21226,23070,,,,,,,,,1179
BANKBARODA,F&O OI,86598,86229,,,,,,,,,86502
BANKBARODA,CALL VOL,9954,10456,,,,,,,,,714
BANKBARODA,CALL OI,14645,14930,,,,,,,,,14519
BANKBARODA,PUT VOL,5033,5761,,,,,,,,,237
BANKBARODA,PUT OI,11195,11652,,,,,,,,,11206
BANKINDIA,PRICE,137.01,138.63,,,,137.74,137.96,137.33,139.66,138.98,137.0
BANKINDIA,VWAP,,,,,,,,,,,138.25
BANKINDIA,CASH VOL,3112072,2616892,700556,50.99,56.99,,,,,,304797
BANKINDIA,F&O VOL,7450,5219,,,,,,,,,251
BANKINDIA,F&O OI,28902,29105,,,,,,,,,28886
BANKINDIA,CALL VOL,2396,2384,,,,,,,,,118
BANKINDIA,CALL OI,5450,5680,,,,,,,,,5429
BANKINDIA,PUT VOL,1299,1169,,,,,,,,,63
BANKINDIA,PUT OI,5094,5403,,,,,,,,,5096
BDL,PRICE,1168.0,1175.0,,,,1167.5,1178.3,1171.43,1179.67,1145.8,1168.0
BDL,VWAP,,,,,,,,,,,1171.9
BDL,CASH VOL,523381,841005,125343,29.97,37.81,,,,,,28562
BDL,F&O VOL,35103,23652,,,,,,,,,320
BDL,F&O OI,62322,65123,,,,,,,,,62318
BDL,CALL VOL,12945,9490,,,,,,,,,154
BDL,CALL OI,11243,11935,,,,,,,,,11234
BDL,PUT VOL,6340,3565,,,,,,,,,59
BDL,PUT OI,8493,8493,,,,,,,,,8499
BEL,PRICE,397.9,398.5,,,,397.9,398.23,398.01,393.75,393.45,397.0
BEL,VWAP,,,,,,,,,,,397.85
BEL,CASH VOL,8488775,9754868,2051921,60.98,59.64,,,,,,202851
BEL,F&O VOL,62581,57999,,,,,,,,,1406
BEL,F&O OI,143583,143904,,,,,,,,,143551
BEL,CALL VOL,34357,28358,,,,,,,,,850
BEL,CALL OI,27706,27597,,,,,,,,,27619
BEL,PUT VOL,13149,13324,,,,,,,,,333
BEL,PUT OI,17556,18142,,,,,,,,,17616
BHARATFORG,PRICE,2009.0,1968.9,,,,2010.0,2001.83,1987.5,1948.95,1922.65,2009.0
BHARATFORG,VWAP,,,,,,,,,,,2006.3
BHARATFORG,CASH VOL,982220,685946,145758,53.42,56.76,,,,,,30480
BHARATFORG,F&O VOL,25830,18360,,,,,,,,,1101
BHARATFORG,F&O OI,34335,34237,,,,,,,,,34508
BHARATFORG,CALL VOL,13217,9248,,,,,,,,,738
BHARATFORG,CALL OI,6042,6086,,,,,,,,,6167
BHARATFORG,PUT VOL,6868,4607,,,,,,,,,252
BHARATFORG,PUT OI,4754,4293,,,,,,,,,4796
BHARTIARTL,PRICE,1817.2,1830.2,,,,1818.1,1824.65,1819.68,1880.85,1855.95,1817.0
BHARTIARTL,VWAP,,,,,,,,,,,1823.33
BHARTIARTL,CASH VOL,4134236,9716580,1184456,60.27,64.52,,,,,,290618
BHARTIARTL,F&O VOL,162567,193582,,,,,,,,,4535
BHARTIARTL,F&O OI,227365,222579,,,,,,,,,227282
BHARTIARTL,CALL VOL,83705,101914,,,,,,,,,3086
BHARTIARTL,CALL OI,38184,36498,,,,,,,,,38055
BHARTIARTL,PUT VOL,39491,57985,,,,,,,,,1182
BHARTIARTL,PUT OI,21285,22399,,,,,,,,,21330
BHEL,PRICE,425.8,433.4,,,,427.25,432.17,427.92,434.25,422.95,425.0
BHEL,VWAP,,,,,,,,,,,426.33
BHEL,CASH VOL,4718245,5111793,1351027,35.43,48.63,,,,,,216464
BHEL,F&O VOL,49047,29649,,,,,,,,,1217
BHEL,F&O OI,54604,55262,,,,,,,,,54687
BHEL,CALL VOL,18224,11020,,,,,,,,,589
BHEL,CALL OI,9404,9001,,,,,,,,,9432
BHEL,PUT VOL,14179,10085,,,,,,,,,332
BHEL,PUT OI,6576,7761,,,,,,,,,6583
BIOCON,PRICE,390.0,395.0,,,,389.0,392.62,390.88,384.56,383.68,390.0
BIOCON,VWAP,,,,,,,,,,,389.85
BIOCON,CASH VOL,2816261,3037626,533521,54.93,38.88,,,,,,61747
BIOCON,F&O VOL,15017,29506,,,,,,,,,235
BIOCON,F&O OI,43647,44490,,,,,,,,,43690
BIOCON,CALL VOL,6907,14040,,,,,,,,,113
BIOCON,CALL OI,6852,7160,,,,,,,,,6890
BIOCON,PUT VOL,3427,7833,,,,,,,,,46
BIOCON,PUT OI,5940,6189,,,,,,,,,5946
BLUESTARCO,PRICE,1525.0,1565.0,,,,1533.0,1545.85,1531.95,1528.45,1521.75,1525.0
BLUESTARCO,VWAP,,,,,,,,,,,1532.17
BLUESTARCO,CASH VOL,739436,624210,157435,43.17,44.52,,,,,,10163
BLUESTARCO,F&O VOL,28669,21079,,,,,,,,,179
BLUESTARCO,F&O OI,37800,36419,,,,,,,,,37805
BLUESTARCO,CALL VOL,13544,11591,,,,,,,,,77
BLUESTARCO,CALL OI,5002,4943,,,,,,,,,5005
BLUESTARCO,PUT VOL,7866,5095,,,,,,,,,72
BLUESTARCO,PUT OI,3426,3833,,,,,,,,,3419
BOSCHLTD,PRICE,48290.0,47565.0,,,,48290.0,48163.33,47910.0,47905.0,47301.67,48290.0
BOSCHLTD,VWAP,,,,,,,,,,,48126.67
BOSCHLTD,CASH VOL,17807,15873,5879,56.59,35.09,,,,,,783
BOSCHLTD,F&O VOL,16959,27632,,,,,,,,,533
BOSCHLTD,F&O OI,21820,22919,,,,,,,,,21873
BOSCHLTD,CALL VOL,6211,10913,,,,,,,,,173
BOSCHLTD,CALL OI,3782,4212,,,,,,,,,3804
BOSCHLTD,PUT VOL,4908,5672,,,,,,,,,174
BOSCHLTD,PUT OI,3225,3286,,,,,,,,,3262
BPCL,PRICE,313.6,312.75,,,,314.65,313.46,313.17,311.03,305.1,313.0
BPCL,VWAP,,,,,,,,,,,313.65
BPCL,CASH VOL,10959640,3153498,2786598,57.07,60.07,,,,,,148114
BPCL,F&O VOL,40568,8673,,,,,,,,,939
BPCL,F&O OI,31462,28880,,,,,,,,,31376
BPCL,CALL VOL,18748,4422,,,,,,,,,698
BPCL,CALL OI,6134,5041,,,,,,,,,6033
BPCL,PUT VOL,13677,2620,,,,,,,,,73
BPCL,PUT OI,4849,4397,,,,,,,,,4849
BRITANNIA,PRICE,4918.0,5023.0,,,,4927.5,4972.5,4936.17,4994.17,4986.5,4918.0
BRITANNIA,VWAP,,,,,,,,,,,4921.83
BRITANNIA,CASH VOL,177451,166876,35616,56.29,62.28,,,,,,4640
BRITANNIA,F&O VOL,32057,17018,,,,,,,,,953
BRITANNIA,F&O OI,42816,38308,,,,,,,,,42913
BRITANNIA,CALL VOL,13339,7782,,,,,,,,,726
BRITANNIA,CALL OI,5798,3644,,,,,,,,,5878
BRITANNIA,PUT VOL,10718,4717,,,,,,,,,220
BRITANNIA,PUT OI,5182,5004,,,,,,,,,5196
BSE,PRICE,3235.0,3161.0,,,,3249.0,3227.47,3212.4,3322.95,3285.25,3235.0
BSE,VWAP,,,,,,,,,,,3247.2
BSE,CASH VOL,3165566,6738927,477815,36.07,39.7,,,,,,168255
BSE,F&O VOL,283590,475511,,,,,,,,,11165
BSE,F&O OI,189567,199304,,,,,,,,,190315
BSE,CALL VOL,142745,232007,,,,,,,,,7231
BSE,CALL OI,52432,59982,,,,,,,,,52776
BSE,PUT VOL,94354,170161,,,,,,,,,4331
BSE,PUT OI,33989,34901,,,,,,,,,34368
CAMS,PRICE,704.0,703.85,,,,706.9,709.25,705.75,713.6,709.9,704.0
CAMS,VWAP,,,,,,,,,,,707.95
CAMS,CASH VOL,949770,620900,199650,53.53,50.22,,,,,,15792
CAMS,F&O VOL,8320,8373,,,,,,,,,233
CAMS,F&O OI,25926,25424,,,,,,,,,25921
CAMS,CALL VOL,3837,3831,,,,,,,,,100
CAMS,CALL OI,4091,4045,,,,,,,,,4093
CAMS,PUT VOL,1736,1461,,,,,,,,,84
CAMS,PUT OI,3802,3813,,,,,,,,,3790
CANBK,PRICE,122.9,123.7,,,,123.2,123.75,123.18,123.68,123.47,122.0
CANBK,VWAP,,,,,,,,,,,123.98
CANBK,CASH VOL,7064389,5171600,2285951,43.97,39.81,,,,,,776820
CANBK,F&O VOL,17232,12129,,,,,,,,,1981
CANBK,F&O OI,82320,81993,,,,,,,,,81858
CANBK,CALL VOL,6734,4948,,,,,,,,,1021
CANBK,CALL OI,10830,11546,,,,,,,,,10454
CANBK,PUT VOL,2425,2318,,,,,,,,,448
CANBK,PUT OI,7980,8140,,,,,,,,,7926
CDSL,PRICE,1348.0,1361.0,,,,1348.0,1358.25,1351.42,1372.33,1337.0,1348.0
CDSL,VWAP,,,,,,,,,,,1353.43
CDSL,CASH VOL,721143,838882,149881,30.58,33.53,,,,,,34161
CDSL,F&O VOL,39089,42363,,,,,,,,,1122
CDSL,F&O OI,63462,62970,,,,,,,,,63503
CDSL,CALL VOL,18970,17241,,,,,,,,,747
CDSL,CALL OI,13752,13462,,,,,,,,,13761
CDSL,PUT VOL,7339,11213,,,,,,,,,353
CDSL,PUT OI,9178,9384,,,,,,,,,9213
CGPOWER,PRICE,896.1,910.0,,,,904.45,911.1,901.1,886.51,875.52,896.0
CGPOWER,VWAP,,,,,,,,,,,901.33
CGPOWER,CASH VOL,2299693,2999705,437830,41.13,36.54,,,,,,61451
CGPOWER,F&O VOL,33858,49979,,,,,,,,,1015
CGPOWER,F&O OI,36706,37476,,,,,,,,,36786
CGPOWER,CALL VOL,20190,33999,,,,,,,,,793
CGPOWER,CALL OI,8966,9591,,,,,,,,,9021
CGPOWER,PUT VOL,8891,12563,,,,,,,,,189
CGPOWER,PUT OI,5267,6135,,,,,,,,,5282
CHOLAFIN,PRICE,1759.1,1764.0,,,,1760.0,1768.1,1762.1,1799.63,1798.9,1759.0
CHOLAFIN,VWAP,,,,,,,,,,,1773.77
CHOLAFIN,CASH VOL,906681,922958,353570,65.73,67.25,,,,,,44110
CHOLAFIN,F&O VOL,7946,11437,,,,,,,,,869
CHOLAFIN,F&O OI,34539,34561,,,,,,,,,34500
CHOLAFIN,CALL VOL,3818,5074,,,,,,,,,606
CHOLAFIN,CALL OI,4135,4015,,,,,,,,,4055
CHOLAFIN,PUT VOL,1693,2882,,,,,,,,,232
CHOLAFIN,PUT OI,3470,3510,,,,,,,,,3463
CIPLA,PRICE,1384.1,1386.1,,,,1382.4,1381.6,1376.6,1386.13,1369.4,1384.0
CIPLA,VWAP,,,,,,,,,,,1382.77
CIPLA,CASH VOL,767139,895131,132103,46.91,47.2,,,,,,10053
CIPLA,F&O VOL,30049,28137,,,,,,,,,803
CIPLA,F&O OI,48106,47580,,,,,,,,,48078
CIPLA,CALL VOL,12457,14304,,,,,,,,,467
CIPLA,CALL OI,5719,5807,,,,,,,,,5714
CIPLA,PUT VOL,7456,7343,,,,,,,,,325
CIPLA,PUT OI,4305,4311,,,,,,,,,4257
COALINDIA,PRICE,428.0,414.7,,,,428.25,426.73,424.2,421.98,413.92,428.0
COALINDIA,VWAP,,,,,,,,,,,428.05
COALINDIA,CASH VOL,16676174,3442984,3003332,48.32,58.86,,,,,,366888
COALINDIA,F&O VOL,212130,42711,,,,,,,,,3964
COALINDIA,F&O OI,131776,127003,,,,,,,,,132078
COALINDIA,CALL VOL,119332,22321,,,,,,,,,2395
COALINDIA,CALL OI,24055,24798,,,,,,,,,24178
COALINDIA,PUT VOL,59534,9775,,,,,,,,,1652
COALINDIA,PUT OI,13990,9620,,,,,,,,,14010
COCHINSHIP,PRICE,1388.9,1385.0,,,,1388.0,1393.75,1390.52,1400.45,1398.82,1388.0
COCHINSHIP,VWAP,,,,,,,,,,,1384.77
COCHINSHIP,CASH VOL,830403,784923,144504,34.24,46.21,,,,,,23981
COCHINSHIP,F&O VOL,36055,22062,,,,,,,,,501
COCHINSHIP,F&O OI,43783,41987,,,,,,,,,43780
