Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:10,09:20,09:40
ABCAPITAL,PUT OI,3498,3665,,,,,,,,,3496,3497,3478
ADANIENSOL,PRICE,1381.7,1397.6,,,,1386.0,1393.9,1385.77,1419.57,1386.5,1381.0,1383.0,1375.0
ADANIENSOL,VWAP,,,,,,,,,,,1383.17,1382.76,1379.62
ADANIENSOL,CASH VOL,1791593,1943661,727091,60.48,61.83,,,,,,66399,102987,184632
ADANIENSOL,F&O VOL,22624,12046,,,,,,,,,496,907,1801
ADANIENSOL,F&O OI,54568,53871,,,,,,,,,54623,54671,54811
ADANIENSOL,CALL VOL,5396,4024,,,,,,,,,307,502,929
ADANIENSOL,CALL OI,4888,4406,,,,,,,,,4944,4998,5079
ADANIENSOL,PUT VOL,2120,2592,,,,,,,,,96,134,256
ADANIENSOL,PUT OI,3265,3506,,,,,,,,,3270,3260,3277
ADANIENT,PRICE,2997.0,2975.0,,,,3015.5,3002.85,2998.95,3011.78,2995.35,2997.0,3008.0,3004.0
ADANIENT,VWAP,,,,,,,,,,,3008.17,3008.05,3007.38
ADANIENT,CASH VOL,793747,782730,197941,26.76,38.96,,,,,,56742,105393,141104
ADANIENT,F&O VOL,75701,57234,,,,,,,,,3549,6553,10119
ADANIENT,F&O OI,100067,97500,,,,,,,,,100261,100627,100797
ADANIENT,CALL VOL,38064,29441,,,,,,,,,2417,3792,5462
ADANIENT,CALL OI,21060,20747,,,,,,,,,21179,21384,21362
ADANIENT,PUT VOL,17956,15614,,,,,,,,,809,1887,2733
ADANIENT,PUT OI,11337,11931,,,,,,,,,11415,11578,11538
ADANIGREEN,PRICE,1304.0,1303.6,,,,1316.9,1308.5,1305.5,1320.25,1291.75,1304.0,1311.0,1306.0
ADANIGREEN,VWAP,,,,,,,,,,,1311.7,1312.19,1310.58
ADANIGREEN,CASH VOL,437524,644395,81789,26.07,32.24,,,,,,56165,81730,138057
ADANIGREEN,F&O VOL,26794,21103,,,,,,,,,1127,2218,3400
ADANIGREEN,F&O OI,57990,57013,,,,,,,,,58184,58326,58424
ADANIGREEN,CALL VOL,9666,12429,,,,,,,,,978,1640,2385
ADANIGREEN,CALL OI,8378,8161,,,,,,,,,8707,8807,8722
ADANIGREEN,PUT VOL,4321,4452,,,,,,,,,106,368,623
ADANIGREEN,PUT OI,4342,4349,,,,,,,,,4087,4107,4383
ADANIPORTS,PRICE,1795.0,1787.1,,,,1799.0,1799.4,1796.47,1804.5,1765.5,1795.0,1802.0,1799.0
ADANIPORTS,VWAP,,,,,,,,,,,1802.8,1804.14,1802.5
ADANIPORTS,CASH VOL,871935,2317822,206529,40.63,57.11,,,,,,98127,159674,234794
ADANIPORTS,F&O VOL,64317,73322,,,,,,,,,2683,5811,8602
ADANIPORTS,F&O OI,72733,72142,,,,,,,,,72738,72848,72763
ADANIPORTS,CALL VOL,35894,39242,,,,,,,,,1603,3549,4872
ADANIPORTS,CALL OI,15320,15631,,,,,,,,,15375,15390,15323
ADANIPORTS,PUT VOL,18271,21674,,,,,,,,,793,1669,2558
ADANIPORTS,PUT OI,10526,10652,,,,,,,,,10438,10486,10396
ADANIPOWER,PRICE,206.96,206.55,,,,207.99,208.28,207.4,206.55,206.44,206.0,207.0,205.0
ADANIPOWER,VWAP,,,,,,,,,,,207.8,207.53,206.78
ADANIPOWER,CASH VOL,11848251,11494497,4531199,44.78,35.15,,,,,,791343,1504417,3402902
ADANIPOWER,F&O VOL,45198,35571,,,,,,,,,555,2008,5556
ADANIPOWER,F&O OI,84053,86471,,,,,,,,,84098,84368,84686
ADANIPOWER,CALL VOL,22351,20677,,,,,,,,,342,1174,2954
ADANIPOWER,CALL OI,12812,14550,,,,,,,,,13339,12990,13067
ADANIPOWER,PUT VOL,11599,7625,,,,,,,,,77,302,1022
ADANIPOWER,PUT OI,8344,9229,,,,,,,,,7715,8402,8413
ALKEM,PRICE,5331.5,5364.0,,,,5344.0,5364.0,5342.33,5397.25,5258.75,5331.0,5344.0,5330.0
ALKEM,VWAP,,,,,,,,,,,5339.83,5345.84,5338.91
ALKEM,CASH VOL,94905,94968,16868,73.15,58.56,,,,,,1046,1801,3123
ALKEM,F&O VOL,7113,7360,,,,,,,,,800,1093,2152
ALKEM,F&O OI,19560,19590,,,,,,,,,19719,19832,20199
ALKEM,CALL VOL,3488,3176,,,,,,,,,718,940,1590
ALKEM,CALL OI,2219,2032,,,,,,,,,2390,2535,2795
ALKEM,PUT VOL,2127,2033,,,,,,,,,84,140,364
ALKEM,PUT OI,1870,2055,,,,,,,,,1855,1851,1856
AMBER,PRICE,7000.0,7098.0,,,,7020.0,7078.25,7026.08,7102.83,7058.5,7000.0,7073.0,7076.0
AMBER,VWAP,,,,,,,,,,,7052.0,7057.0,7060.77
AMBER,CASH VOL,95036,120913,29525,35.35,33.83,,,,,,4090,7915,9920
AMBER,F&O VOL,16229,12810,,,,,,,,,271,1333,2558
AMBER,F&O OI,28813,28181,,,,,,,,,28860,28912,28942
AMBER,CALL VOL,6935,5890,,,,,,,,,191,616,1119
AMBER,CALL OI,5777,5321,,,,,,,,,5161,5829,5818
AMBER,PUT VOL,4042,3645,,,,,,,,,100,320,519
AMBER,PUT OI,4277,4232,,,,,,,,,4057,4287,4286
AMBUJACEM,PRICE,386.9,390.75,,,,387.3,389.57,387.79,388.12,387.77,386.0,389.0,390.0
AMBUJACEM,VWAP,,,,,,,,,,,389.1,389.51,389.79
AMBUJACEM,CASH VOL,1155681,1048624,336185,54.8,46.15,,,,,,40362,70445,120173
AMBUJACEM,F&O VOL,19820,17531,,,,,,,,,300,884,2141
AMBUJACEM,F&O OI,107805,106529,,,,,,,,,107826,107823,107917
AMBUJACEM,CALL VOL,8481,6845,,,,,,,,,179,506,1002
AMBUJACEM,CALL OI,9099,9003,,,,,,,,,9072,9054,9029
AMBUJACEM,PUT VOL,2534,3216,,,,,,,,,54,130,304
AMBUJACEM,PUT OI,4988,5024,,,,,,,,,4983,4979,4947
ANGELONE,PRICE,295.1,296.15,,,,295.25,295.92,295.38,299.52,299.24,295.0,296.0,297.0
ANGELONE,VWAP,,,,,,,,,,,296.85,296.77,297.06
ANGELONE,CASH VOL,2221167,2858120,518773,38.09,39.82,,,,,,98083,138334,220839
ANGELONE,F&O VOL,13255,14596,,,,,,,,,285,521,1455
ANGELONE,F&O OI,28316,28711,,,,,,,,,28341,28382,28411
ANGELONE,CALL VOL,7820,7663,,,,,,,,,215,353,881
ANGELONE,CALL OI,8428,8475,,,,,,,,,8031,8053,8446
ANGELONE,PUT VOL,2063,3424,,,,,,,,,55,102,263
ANGELONE,PUT OI,3376,3649,,,,,,,,,3648,3658,3427
APLAPOLLO,PRICE,2195.0,2181.1,,,,2199.0,2189.87,2179.6,2231.97,2155.7,2195.0,2195.0,2198.0
APLAPOLLO,VWAP,,,,,,,,,,,2196.8,2196.34,2196.72
APLAPOLLO,CASH VOL,598956,594021,195856,63.57,50.08,,,,,,22562,28499,44723
APLAPOLLO,F&O VOL,32852,18769,,,,,,,,,408,991,1536
APLAPOLLO,F&O OI,54430,53611,,,,,,,,,54440,54370,54378
APLAPOLLO,CALL VOL,7675,9936,,,,,,,,,293,497,742
APLAPOLLO,CALL OI,6442,6466,,,,,,,,,6437,6424,6415
APLAPOLLO,PUT VOL,4016,4208,,,,,,,,,76,332,540
APLAPOLLO,PUT OI,3595,3581,,,,,,,,,3594,3540,3546
APOLLOHOSP,PRICE,8835.5,8912.0,,,,8875.0,8911.25,8860.75,8900.17,8811.5,8835.0,8907.0,8919.0
APOLLOHOSP,VWAP,,,,,,,,,,,8897.33,8911.86,8912.16
APOLLOHOSP,CASH VOL,350507,209388,96731,69.5,57.51,,,,,,11096,22766,29652
APOLLOHOSP,F&O VOL,30045,41833,,,,,,,,,1247,3678,5565
APOLLOHOSP,F&O OI,39157,39575,,,,,,,,,39130,39434,39769
APOLLOHOSP,CALL VOL,15922,22087,,,,,,,,,807,2221,3290
APOLLOHOSP,CALL OI,7921,7439,,,,,,,,,7888,7925,8122
APOLLOHOSP,PUT VOL,10042,11879,,,,,,,,,399,1095,1687
APOLLOHOSP,PUT OI,4341,5211,,,,,,,,,4334,4537,4659
ASHOKLEY,PRICE,160.75,161.75,,,,160.99,162.0,161.17,162.02,160.06,160.0,162.0,162.0
ASHOKLEY,VWAP,,,,,,,,,,,162.37,162.53,162.54
ASHOKLEY,CASH VOL,8959874,7883370,3318854,49.2,50.62,,,,,,391878,621254,756952
ASHOKLEY,F&O VOL,33028,17082,,,,,,,,,1534,3654,4813
ASHOKLEY,F&O OI,62844,62610,,,,,,,,,62714,62542,62458
ASHOKLEY,CALL VOL,16227,7818,,,,,,,,,905,1916,2430
ASHOKLEY,CALL OI,9952,9925,,,,,,,,,9827,9773,9731
ASHOKLEY,PUT VOL,6713,4015,,,,,,,,,325,869,1104
ASHOKLEY,PUT OI,8924,9134,,,,,,,,,8907,8917,8911
ASIANPAINT,PRICE,2448.5,2440.3,,,,2469.0,2455.35,2450.78,2446.1,2435.7,2448.0,2469.0,2464.0
ASIANPAINT,VWAP,,,,,,,,,,,2460.93,2464.81,2464.63
ASIANPAINT,CASH VOL,414715,268147,143987,49.52,57.83,,,,,,28253,41933,52134
ASIANPAINT,F&O VOL,38934,22548,,,,,,,,,3541,6549,8642
ASIANPAINT,F&O OI,62395,62291,,,,,,,,,62682,63049,63206
ASIANPAINT,CALL VOL,19056,10473,,,,,,,,,2849,4643,5679
ASIANPAINT,CALL OI,7055,6521,,,,,,,,,7252,7424,7459
ASIANPAINT,PUT VOL,8345,5041,,,,,,,,,635,1209,1594
ASIANPAINT,PUT OI,7363,7379,,,,,,,,,7420,7568,7566
ASTRAL,PRICE,1381.6,1400.9,,,,1388.9,1394.75,1385.98,1420.3,1405.5,1381.0,1387.0,1388.0
ASTRAL,VWAP,,,,,,,,,,,1389.63,1387.82,1387.45
ASTRAL,CASH VOL,419577,184200,99586,59.48,54.17,,,,,,5403,10438,18270
ASTRAL,F&O VOL,9246,7256,,,,,,,,,202,585,1372
ASTRAL,F&O OI,31552,31539,,,,,,,,,31537,31468,31468
ASTRAL,CALL VOL,2886,2628,,,,,,,,,99,274,599
ASTRAL,CALL OI,3327,3413,,,,,,,,,3338,3309,3310
ASTRAL,PUT VOL,2441,1585,,,,,,,,,62,112,434
ASTRAL,PUT OI,2874,2831,,,,,,,,,2850,2842,2839
AUBANK,PRICE,1036.4,1038.0,,,,1034.0,1036.12,1035.55,1052.53,1040.4,1036.0,1040.0,1041.0
AUBANK,VWAP,,,,,,,,,,,1034.7,1037.4,1039.11
AUBANK,CASH VOL,506494,704386,153217,51.31,59.01,,,,,,15207,46693,71592
AUBANK,F&O VOL,13650,10240,,,,,,,,,273,1501,2516
AUBANK,F&O OI,40885,41084,,,,,,,,,40881,40885,40767
AUBANK,CALL VOL,6099,5291,,,,,,,,,203,868,1380
AUBANK,CALL OI,7640,7804,,,,,,,,,7626,7597,7526
AUBANK,PUT VOL,3556,2923,,,,,,,,,83,451,688
AUBANK,PUT OI,6420,6412,,,,,,,,,6421,6417,6444
AUROPHARMA,PRICE,1700.0,1713.4,,,,1700.0,1704.15,1701.38,1715.5,1678.5,1700.0,1699.0,1701.0
AUROPHARMA,VWAP,,,,,,,,,,,1696.53,1698.4,1699.07
AUROPHARMA,CASH VOL,869831,902487,189893,59.93,49.73,,,,,,17506,37192,96384
AUROPHARMA,F&O VOL,22285,35595,,,,,,,,,316,1196,2267
AUROPHARMA,F&O OI,39273,38927,,,,,,,,,39313,39349,39374
AUROPHARMA,CALL VOL,8129,14604,,,,,,,,,216,724,1280
AUROPHARMA,CALL OI,9948,10014,,,,,,,,,9965,9959,9969
AUROPHARMA,PUT VOL,5035,8043,,,,,,,,,86,340,632
AUROPHARMA,PUT OI,3623,4084,,,,,,,,,3642,3678,3663
AXISBANK,PRICE,1242.7,1250.0,,,,1242.2,1247.85,1244.42,1250.92,1238.75,1242.0,1244.0,1242.0
AXISBANK,VWAP,,,,,,,,,,,1245.7,1245.53,1244.42
AXISBANK,CASH VOL,2689110,3680283,862939,52.52,68.06,,,,,,117779,186565,266457
AXISBANK,F&O VOL,69569,52406,,,,,,,,,1866,4703,7324
AXISBANK,F&O OI,201213,199137,,,,,,,,,201355,201619,201640
AXISBANK,CALL VOL,33798,28028,,,,,,,,,917,2573,3960
AXISBANK,CALL OI,25142,25261,,,,,,,,,25130,25363,25343
AXISBANK,PUT VOL,20125,17951,,,,,,,,,790,1798,2552
AXISBANK,PUT OI,16626,16734,,,,,,,,,16682,16646,16607
BAJAJ-AUTO,PRICE,11363.0,11460.0,,,,11363.0,11398.0,11374.67,11551.0,11459.67,11363.0,11337.0,11325.0
BAJAJ-AUTO,VWAP,,,,,,,,,,,11374.67,11359.76,11340.18
BAJAJ-AUTO,CASH VOL,154756,93033,29847,48.35,54.29,,,,,,3011,5012,24300
BAJAJ-AUTO,F&O VOL,61915,32819,,,,,,,,,1122,3238,6886
BAJAJ-AUTO,F&O OI,65272,64742,,,,,,,,,65396,65627,65846
BAJAJ-AUTO,CALL VOL,19686,10687,,,,,,,,,485,1262,2363
BAJAJ-AUTO,CALL OI,6850,5645,,,,,,,,,7690,6988,7249
BAJAJ-AUTO,PUT VOL,23981,10010,,,,,,,,,317,1063,2221
BAJAJ-AUTO,PUT OI,12314,12030,,,,,,,,,12171,12378,12249
BAJAJFINSV,PRICE,1823.4,1849.8,,,,1825.0,1843.2,1830.0,1881.35,1862.12,1823.0,1854.0,1853.0
BAJAJFINSV,VWAP,,,,,,,,,,,1856.33,1856.49,1855.84
BAJAJFINSV,CASH VOL,405051,269959,108094,49.3,51.31,,,,,,68922,90979,116174
BAJAJFINSV,F&O VOL,22021,14572,,,,,,,,,5235,10511,14656
BAJAJFINSV,F&O OI,63214,62703,,,,,,,,,63419,63936,64087
BAJAJFINSV,CALL VOL,8836,6811,,,,,,,,,3171,6426,8425
BAJAJFINSV,CALL OI,6720,6684,,,,,,,,,6799,7213,7249
BAJAJFINSV,PUT VOL,7219,3047,,,,,,,,,1696,3233,4576
BAJAJFINSV,PUT OI,8922,8835,,,,,,,,,8917,9027,9106
BAJAJHLDNG,PRICE,11185.0,11409.0,,,,11267.0,11246.0,11205.33,11229.17,11123.5,11185.0,11206.0,11278.0
BAJAJHLDNG,VWAP,,,,,,,,,,,11231.0,11223.53,11260.09
BAJAJHLDNG,CASH VOL,71522,54157,24756,61.85,61.88,,,,,,268,675,3001
BAJAJHLDNG,F&O VOL,3458,3517,,,,,,,,,160,287,570
BAJAJHLDNG,F&O OI,5421,5295,,,,,,,,,5436,5411,5378
BAJAJHLDNG,CALL VOL,535,1405,,,,,,,,,15,26,83
BAJAJHLDNG,CALL OI,758,740,,,,,,,,,759,763,768
BAJAJHLDNG,PUT VOL,433,172,,,,,,,,,0,2,28
BAJAJHLDNG,PUT OI,500,452,,,,,,,,,503,503,496
BAJFINANCE,PRICE,1008.8,1021.3,,,,1034.7,1017.1,1011.57,1034.5,1022.9,1008.0,1029.0,1030.0
BAJFINANCE,VWAP,,,,,,,,,,,1029.07,1030.08,1030.16
BAJFINANCE,CASH VOL,4581750,4170558,1307033,63.41,69.68,,,,,,879417,1257965,1895393
BAJFINANCE,F&O VOL,54942,46939,,,,,,,,,17103,32717,50309
BAJFINANCE,F&O OI,151244,149081,,,,,,,,,152243,153533,155034
BAJFINANCE,CALL VOL,25398,19466,,,,,,,,,10171,19445,28837
BAJFINANCE,CALL OI,16300,15185,,,,,,,,,16464,16901,17574
BAJFINANCE,PUT VOL,13626,10792,,,,,,,,,3977,8150,12715
BAJFINANCE,PUT OI,12957,13294,,,,,,,,,13572,14272,14453
BANDHANBNK,PRICE,184.7,179.0,,,,185.95,183.97,182.5,174.74,174.22,184.0,189.0,189.0
BANDHANBNK,VWAP,,,,,,,,,,,188.23,189.29,189.78
BANDHANBNK,CASH VOL,22278301,15271152,5290426,55.26,46.73,,,,,,4681225,11756100,16544388
BANDHANBNK,F&O VOL,4912,3079,,,,,,,,,7107,26604,49079
BANDHANBNK,F&O OI,44302,46345,,,,,,,,,45217,48656,51775
BANDHANBNK,CALL VOL,1527,791,,,,,,,,,3513,14255,25372
BANDHANBNK,CALL OI,7000,7391,,,,,,,,,6719,8090,8815
BANDHANBNK,PUT VOL,651,456,,,,,,,,,932,4561,8579
BANDHANBNK,PUT OI,4112,4166,,,,,,,,,4155,4755,5054
BANKBARODA,PRICE,234.35,233.64,,,,233.2,234.17,233.81,235.21,235.03,234.0,235.0,236.0
BANKBARODA,VWAP,,,,,,,,,,,234.61,234.94,235.65
BANKBARODA,CASH VOL,3787052,4397710,1057901,54.78,58.28,,,,,,227324,435311,813868
BANKBARODA,F&O VOL,21226,23070,,,,,,,,,1179,2990,7403
BANKBARODA,F&O OI,86598,86229,,,,,,,,,86502,86458,85601
BANKBARODA,CALL VOL,9954,10456,,,,,,,,,714,1776,4071
BANKBARODA,CALL OI,14645,14930,,,,,,,,,14519,14498,13892
BANKBARODA,PUT VOL,5033,5761,,,,,,,,,237,599,1702
BANKBARODA,PUT OI,11195,11652,,,,,,,,,11206,11238,11229
BANKINDIA,PRICE,137.01,138.63,,,,137.74,137.96,137.33,139.66,138.98,137.0,138.0,138.0
BANKINDIA,VWAP,,,,,,,,,,,138.25,138.45,138.62
BANKINDIA,CASH VOL,3112072,2616892,700556,50.99,56.99,,,,,,304797,589658,984929
BANKINDIA,F&O VOL,7450,5219,,,,,,,,,251,769,1494
BANKINDIA,F&O OI,28902,29105,,,,,,,,,28886,28783,28802
BANKINDIA,CALL VOL,2566,2413,,,,,,,,,118,309,629
BANKINDIA,CALL OI,5728,6063,,,,,,,,,5429,5387,5606
BANKINDIA,PUT VOL,1287,1168,,,,,,,,,63,173,292
BANKINDIA,PUT OI,4948,5252,,,,,,,,,5096,5076,4934
BDL,PRICE,1168.0,1175.0,,,,1167.5,1178.3,1171.43,1179.67,1145.8,1168.0,1172.0,1175.0
BDL,VWAP,,,,,,,,,,,1171.9,1171.95,1172.83
BDL,CASH VOL,523381,841005,125343,29.97,37.81,,,,,,28562,42808,79891
BDL,F&O VOL,35103,23652,,,,,,,,,320,1034,3031
BDL,F&O OI,62322,65123,,,,,,,,,62318,62338,62082
BDL,CALL VOL,12945,9490,,,,,,,,,154,502,957
BDL,CALL OI,11243,11935,,,,,,,,,11234,11248,11169
BDL,PUT VOL,6340,3565,,,,,,,,,59,184,575
BDL,PUT OI,8493,8493,,,,,,,,,8499,8533,8462
BEL,PRICE,397.9,398.5,,,,397.9,398.23,398.01,393.75,393.45,397.0,397.0,397.0
BEL,VWAP,,,,,,,,,,,397.85,397.47,397.25
BEL,CASH VOL,8488775,9754868,2051921,60.98,59.64,,,,,,202851,379537,553084
BEL,F&O VOL,62581,57999,,,,,,,,,1406,3411,5578
BEL,F&O OI,143583,143904,,,,,,,,,143551,143790,144055
BEL,CALL VOL,34357,28358,,,,,,,,,850,1809,2770
BEL,CALL OI,27706,27597,,,,,,,,,27619,27745,27812
BEL,PUT VOL,13149,13324,,,,,,,,,333,691,1043
BEL,PUT OI,17556,18142,,,,,,,,,17616,17692,17665
BHARATFORG,PRICE,2009.0,1968.9,,,,2010.0,2001.83,1987.5,1948.95,1922.65,2009.0,2001.0,1995.0
BHARATFORG,VWAP,,,,,,,,,,,2006.3,2003.45,2000.69
BHARATFORG,CASH VOL,982220,685946,145758,53.42,56.76,,,,,,30480,48021,72252
BHARATFORG,F&O VOL,25830,18360,,,,,,,,,1101,1964,3547
BHARATFORG,F&O OI,34335,34237,,,,,,,,,34508,34607,34610
BHARATFORG,CALL VOL,13217,9248,,,,,,,,,738,1306,1890
BHARATFORG,CALL OI,6042,6086,,,,,,,,,6167,6217,6251
BHARATFORG,PUT VOL,6868,4607,,,,,,,,,252,520,1043
BHARATFORG,PUT OI,4754,4293,,,,,,,,,4796,4861,4781
BHARTIARTL,PRICE,1817.2,1830.2,,,,1818.1,1824.65,1819.68,1880.85,1855.95,1817.0,1821.0,1823.0
BHARTIARTL,VWAP,,,,,,,,,,,1823.33,1822.12,1821.74
BHARTIARTL,CASH VOL,4134236,9716580,1184456,60.27,64.52,,,,,,290618,352268,479897
BHARTIARTL,F&O VOL,162567,193582,,,,,,,,,4535,9967,16985
BHARTIARTL,F&O OI,227365,222579,,,,,,,,,227282,227884,227467
BHARTIARTL,CALL VOL,83705,101914,,,,,,,,,3086,7594,11060
BHARTIARTL,CALL OI,38184,36498,,,,,,,,,38055,38797,38203
BHARTIARTL,PUT VOL,39491,57985,,,,,,,,,1182,2226,3439
BHARTIARTL,PUT OI,21285,22399,,,,,,,,,21330,21345,21196
BHEL,PRICE,425.8,433.4,,,,427.25,432.17,427.92,434.25,422.95,425.0,427.0,426.0
BHEL,VWAP,,,,,,,,,,,426.33,426.49,426.5
BHEL,CASH VOL,4718245,5111793,1351027,35.43,48.63,,,,,,216464,341184,487709
BHEL,F&O VOL,49047,29649,,,,,,,,,1217,2671,4316
BHEL,F&O OI,54604,55262,,,,,,,,,54687,54885,54953
BHEL,CALL VOL,18224,11020,,,,,,,,,589,1226,1960
BHEL,CALL OI,9404,9001,,,,,,,,,9432,9497,9598
BHEL,PUT VOL,14179,10085,,,,,,,,,332,766,1189
BHEL,PUT OI,6576,7761,,,,,,,,,6583,6652,6591
BIOCON,PRICE,390.0,395.0,,,,389.0,392.62,390.88,384.56,383.68,390.0,390.0,391.0
BIOCON,VWAP,,,,,,,,,,,389.85,389.91,390.51
BIOCON,CASH VOL,2816261,3037626,533521,54.93,38.88,,,,,,61747,98219,288820
BIOCON,F&O VOL,15017,29506,,,,,,,,,235,567,1655
BIOCON,F&O OI,43647,44490,,,,,,,,,43690,43762,43741
BIOCON,CALL VOL,7631,15087,,,,,,,,,113,283,815
BIOCON,CALL OI,8679,9057,,,,,,,,,6890,6926,8700
BIOCON,PUT VOL,3717,7713,,,,,,,,,46,109,417
BIOCON,PUT OI,6396,6774,,,,,,,,,5946,5947,6355
BLUESTARCO,PRICE,1525.0,1565.0,,,,1533.0,1545.85,1531.95,1528.45,1521.75,1525.0,1536.0,1539.0
BLUESTARCO,VWAP,,,,,,,,,,,1532.17,1533.18,1535.83
BLUESTARCO,CASH VOL,739436,624210,157435,43.17,44.52,,,,,,10163,19232,30490
BLUESTARCO,F&O VOL,28669,21079,,,,,,,,,179,478,1160
BLUESTARCO,F&O OI,37800,36419,,,,,,,,,37805,37805,37759
BLUESTARCO,CALL VOL,13544,11591,,,,,,,,,77,225,586
BLUESTARCO,CALL OI,5002,4943,,,,,,,,,5005,4989,4973
BLUESTARCO,PUT VOL,7866,5095,,,,,,,,,72,216,364
BLUESTARCO,PUT OI,3426,3833,,,,,,,,,3419,3402,3387
BOSCHLTD,PRICE,48290.0,47565.0,,,,48290.0,48163.33,47910.0,47905.0,47301.67,48290.0,48130.0,48115.0
BOSCHLTD,VWAP,,,,,,,,,,,48126.67,48161.99,48152.89
BOSCHLTD,CASH VOL,17807,15873,5879,56.59,35.09,,,,,,783,1226,1944
BOSCHLTD,F&O VOL,16959,27632,,,,,,,,,533,1479,3202
BOSCHLTD,F&O OI,21820,22919,,,,,,,,,21873,21914,21970
BOSCHLTD,CALL VOL,6211,10913,,,,,,,,,173,448,982
BOSCHLTD,CALL OI,3782,4212,,,,,,,,,3804,3798,3840
BOSCHLTD,PUT VOL,4908,5672,,,,,,,,,174,455,1008
BOSCHLTD,PUT OI,3225,3286,,,,,,,,,3262,3237,3275
BPCL,PRICE,313.6,312.75,,,,314.65,313.46,313.17,311.03,305.1,313.0,313.0,314.0
BPCL,VWAP,,,,,,,,,,,313.65,313.46,314.17
BPCL,CASH VOL,10959640,3153498,2786598,57.07,60.07,,,,,,148114,226182,418864
BPCL,F&O VOL,40568,8673,,,,,,,,,939,1676,4005
BPCL,F&O OI,31462,28880,,,,,,,,,31376,31423,31327
BPCL,CALL VOL,18748,4422,,,,,,,,,698,1184,2252
BPCL,CALL OI,6134,5041,,,,,,,,,6033,6001,5782
BPCL,PUT VOL,13677,2620,,,,,,,,,73,338,1003
BPCL,PUT OI,4849,4397,,,,,,,,,4849,4882,5015
BRITANNIA,PRICE,4918.0,5023.0,,,,4927.5,4972.5,4936.17,4994.17,4986.5,4918.0,4936.0,4931.0
BRITANNIA,VWAP,,,,,,,,,,,4921.83,4926.99,4928.26
BRITANNIA,CASH VOL,177451,166876,35616,56.29,62.28,,,,,,4640,6754,9291
BRITANNIA,F&O VOL,32057,17018,,,,,,,,,953,2251,3255
BRITANNIA,F&O OI,42816,38308,,,,,,,,,42913,42805,42826
BRITANNIA,CALL VOL,13339,7782,,,,,,,,,726,1346,1702
BRITANNIA,CALL OI,5798,3644,,,,,,,,,5878,5724,5747
BRITANNIA,PUT VOL,10718,4717,,,,,,,,,220,675,980
BRITANNIA,PUT OI,5182,5004,,,,,,,,,5196,5222,5209
BSE,PRICE,3235.0,3161.0,,,,3249.0,3227.47,3212.4,3322.95,3285.25,3235.0,3245.0,3252.0
BSE,VWAP,,,,,,,,,,,3247.2,3245.79,3248.96
BSE,CASH VOL,3165566,6738927,477815,36.07,39.7,,,,,,168255,274570,405654
BSE,F&O VOL,283590,475511,,,,,,,,,11165,24522,35666
BSE,F&O OI,189567,199304,,,,,,,,,190315,190254,190243
BSE,CALL VOL,145052,237379,,,,,,,,,7231,13891,18915
BSE,CALL OI,56676,64278,,,,,,,,,52776,56749,56135
BSE,PUT VOL,92618,168755,,,,,,,,,4331,8042,12050
